Team_A,Team_B,Probability,Elo_A,Elo_B,Elo_Diff,Warm_A,Warm_B,Koppen_A,Koppen_B,Climate_Zone_A,Climate_Zone_B,Is_Climate_Clash,Warm_Team,Cool_Team,Climate_Score_A,Climate_Score_B,Venue_Temp_C,Climate_Diff_Score,p_adjustment,Climate_Flag_Tier
Argentina,Austria,0.0077,2190.0,1929.0,261.0,1,0,Cfa,Dfb,Temperate,Continental,1,Argentina,Austria,0.5,0.2,24.2,0.2593,0.0083,Tier 3 (Weak)
Paraguay,Switzerland,0.0077,1937.0,1990.0,-53.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Paraguay,Switzerland,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Japan,Netherlands,0.0077,2008.0,2006.0,2.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,Netherlands,0.5,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Brazil,France,0.0077,2081.0,2160.0,-79.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,France,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Senegal,Norway,0.0077,1933.0,1994.0,-61.0,1,0,BSh,Dfc,Arid,Continental,1,Senegal,Norway,0.9,0.2,28.0,0.7,0.0224,Tier 3 (Weak)
Spain,France,0.0077,2216.0,2160.0,56.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,France,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Cape Verde,Czech Republic,0.0076,1660.0,1837.0,-177.0,1,0,BWh,Dfb,Arid,Continental,1,Cape Verde,Czech Republic,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Spain,England,0.0076,2216.0,2083.0,133.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,England,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Australia,Austria,0.0076,1891.0,1929.0,-38.0,1,0,BWh,Dfb,Arid,Continental,1,Australia,Austria,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Colombia,Belgium,0.0076,2083.0,2002.0,81.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Belgium,1.0,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Jordan,England,0.0076,1766.0,2083.0,-317.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,England,0.9,0.5,28.5,0.4071,0.013,Tier 3 (Weak)
Ecuador,Belgium,0.0076,2033.0,2002.0,31.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Belgium,1.0,0.5,28.5,0.5089,0.0163,Tier 3 (Weak)
Australia,Norway,0.0075,1891.0,1994.0,-103.0,1,0,BWh,Dfc,Arid,Continental,1,Australia,Norway,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
South Africa,England,0.0075,1673.0,2083.0,-410.0,1,0,BSh,Cfb,Arid,Temperate,1,South Africa,England,0.9,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Tunisia,France,0.0075,1777.0,2160.0,-383.0,1,0,BWh,Cfb,Arid,Temperate,1,Tunisia,France,0.9,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Brazil,Norway,0.0075,2081.0,1994.0,87.0,1,0,Am,Dfc,Tropical,Continental,1,Brazil,Norway,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Ivory Coast,England,0.0074,1836.0,2083.0,-247.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,England,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Spain,Norway,0.0074,2216.0,1994.0,222.0,1,0,Csa,Dfc,Temperate,Continental,1,Spain,Norway,0.5,0.2,22.5,0.2411,0.0077,Tier 3 (Weak)
Haiti,South Korea,0.0073,1661.0,1895.0,-234.0,1,0,Aw,Dwa,Tropical,Continental,1,Haiti,South Korea,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Iraq,Croatia,0.0073,1727.0,1979.0,-252.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,Croatia,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Ecuador,Switzerland,0.0073,2033.0,1990.0,43.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Switzerland,1.0,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Saudi Arabia,England,0.0073,1692.0,2083.0,-391.0,1,0,BWh,Cfb,Arid,Temperate,1,Saudi Arabia,England,0.9,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Turkey,Austria,0.0073,1998.0,1929.0,69.0,1,0,Csa,Dfb,Temperate,Continental,1,Turkey,Austria,0.5,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Turkey,Germany,0.0073,1998.0,2032.0,-34.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Germany,0.5,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Ivory Coast,Germany,0.0073,1836.0,2032.0,-196.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Germany,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Iraq,South Korea,0.0072,1727.0,1895.0,-168.0,1,0,BWh,Dwa,Arid,Continental,1,Iraq,South Korea,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Curaçao,South Korea,0.0072,1595.0,1895.0,-300.0,1,0,BSh,Dwa,Arid,Continental,1,Curaçao,South Korea,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Uruguay,Czech Republic,0.0072,1986.0,1837.0,149.0,1,0,Cfa,Dfb,Temperate,Continental,1,Uruguay,Czech Republic,0.5,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Mexico,New Zealand,0.0072,1957.0,1710.0,247.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,New Zealand,0.9,0.5,20.1,0.0,0.0,Tier 3 (Weak)
Haiti,Canada,0.0072,1661.0,1903.0,-242.0,1,0,Aw,Dfc,Tropical,Continental,1,Haiti,Canada,1.0,0.2,28.3,0.8086,0.0259,Tier 3 (Weak)
Algeria,Belgium,0.0072,1885.0,2002.0,-117.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,Belgium,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Uruguay,England,0.0072,1986.0,2083.0,-97.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,England,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Spain,Belgium,0.0071,2216.0,2002.0,214.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Belgium,0.5,0.5,20.1,0.0,0.0,Tier 3 (Weak)
Iran,Switzerland,0.0071,1893.0,1990.0,-97.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Switzerland,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
Morocco,Netherlands,0.007,1988.0,2006.0,-18.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Netherlands,0.5,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Spain,New Zealand,0.007,2216.0,1710.0,506.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,New Zealand,0.5,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Ecuador,Germany,0.007,2033.0,2032.0,1.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Germany,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Cape Verde,South Korea,0.0069,1660.0,1895.0,-235.0,1,0,BWh,Dwa,Arid,Continental,1,Cape Verde,South Korea,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Egypt,Austria,0.0069,1818.0,1929.0,-111.0,1,0,BWh,Dfb,Arid,Continental,1,Egypt,Austria,0.9,0.2,20.1,0.0,0.0,Tier 3 (Weak)
Morocco,Germany,0.0069,1988.0,2032.0,-44.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Germany,0.5,0.5,23.0,0.0,0.0,Tier 3 (Weak)
Brazil,France,0.0069,2081.0,2160.0,-79.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,France,1.0,0.5,23.0,0.4107,0.0131,Tier 3 (Weak)
Turkey,Norway,0.0069,1998.0,1994.0,4.0,1,0,Csa,Dfc,Temperate,Continental,1,Turkey,Norway,0.5,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Tunisia,England,0.0069,1777.0,2083.0,-306.0,1,0,BWh,Cfb,Arid,Temperate,1,Tunisia,England,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Algeria,Belgium,0.0069,1885.0,2002.0,-117.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,Belgium,0.9,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Spain,South Korea,0.0069,2216.0,1895.0,321.0,1,0,Csa,Dwa,Temperate,Continental,1,Spain,South Korea,0.5,0.2,19.8,0.0,0.0,Tier 3 (Weak)
Haiti,Netherlands,0.0068,1661.0,2006.0,-345.0,1,0,Aw,Cfb,Tropical,Temperate,1,Haiti,Netherlands,1.0,0.5,28.8,0.5143,0.0165,Tier 3 (Weak)
Curaçao,Croatia,0.0068,1595.0,1979.0,-384.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,Croatia,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Australia,Canada,0.0068,1891.0,1903.0,-12.0,1,0,BWh,Dfc,Arid,Continental,1,Australia,Canada,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Ecuador,Scotland,0.0068,2033.0,1857.0,176.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Scotland,1.0,0.5,23.0,0.4107,0.0131,Tier 3 (Weak)
Panama,Belgium,0.0068,1831.0,2002.0,-171.0,1,0,Am,Cfb,Tropical,Temperate,1,Panama,Belgium,1.0,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Spain,Netherlands,0.0068,2216.0,2006.0,210.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Netherlands,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Australia,Netherlands,0.0067,1891.0,2006.0,-115.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Netherlands,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Jordan,Belgium,0.0067,1766.0,2002.0,-236.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Belgium,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Portugal,Belgium,0.0067,2049.0,2002.0,47.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Belgium,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Argentina,Croatia,0.0067,2190.0,1979.0,211.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Croatia,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Ivory Coast,Czech Republic,0.0066,1836.0,1837.0,-1.0,1,0,Aw,Dfb,Tropical,Continental,1,Ivory Coast,Czech Republic,1.0,0.2,28.3,0.8086,0.0259,Tier 3 (Weak)
Haiti,Sweden,0.0066,1661.0,1793.0,-132.0,1,0,Aw,Dfc,Tropical,Continental,1,Haiti,Sweden,1.0,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Spain,France,0.0066,2216.0,2160.0,56.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,France,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Cape Verde,Austria,0.0066,1660.0,1929.0,-269.0,1,0,BWh,Dfb,Arid,Continental,1,Cape Verde,Austria,0.9,0.2,28.5,0.7125,0.0228,Tier 3 (Weak)
Panama,Switzerland,0.0066,1831.0,1990.0,-159.0,1,0,Am,Cfb,Tropical,Temperate,1,Panama,Switzerland,1.0,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Argentina,Croatia,0.0066,2190.0,1979.0,211.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Croatia,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Argentina,England,0.0066,2190.0,2083.0,107.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,England,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Portugal,France,0.0066,2049.0,2160.0,-111.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,France,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Colombia,Croatia,0.0065,2083.0,1979.0,104.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Croatia,1.0,0.5,25.4,0.4536,0.0145,Tier 3 (Weak)
South Africa,New Zealand,0.0065,1673.0,1710.0,-37.0,1,0,BSh,Cfb,Arid,Temperate,1,South Africa,New Zealand,0.9,0.5,20.1,0.0,0.0,Tier 3 (Weak)
South Africa,Scotland,0.0065,1673.0,1857.0,-184.0,1,0,BSh,Cfb,Arid,Temperate,1,South Africa,Scotland,0.9,0.5,28.3,0.4043,0.0129,Tier 3 (Weak)
Morocco,Scotland,0.0065,1988.0,1857.0,131.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Scotland,0.5,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Mexico,Norway,0.0065,1957.0,1994.0,-37.0,1,0,BSh,Dfc,Arid,Continental,1,Mexico,Norway,0.9,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Mexico,Austria,0.0064,1957.0,1929.0,28.0,1,0,BSh,Dfb,Arid,Continental,1,Mexico,Austria,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Uruguay,Canada,0.0064,1986.0,1903.0,83.0,1,0,Cfa,Dfc,Temperate,Continental,1,Uruguay,Canada,0.5,0.2,24.2,0.2593,0.0083,Tier 3 (Weak)
Ecuador,France,0.0064,2033.0,2160.0,-127.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,France,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Colombia,Norway,0.0064,2083.0,1994.0,89.0,1,0,Af,Dfc,Tropical,Continental,1,Colombia,Norway,1.0,0.2,25.4,0.7257,0.0232,Tier 3 (Weak)
Ivory Coast,South Korea,0.0063,1836.0,1895.0,-59.0,1,0,Aw,Dwa,Tropical,Continental,1,Ivory Coast,South Korea,1.0,0.2,28.3,0.8086,0.0259,Tier 3 (Weak)
Saudi Arabia,New Zealand,0.0063,1692.0,1710.0,-18.0,1,0,BWh,Cfb,Arid,Temperate,1,Saudi Arabia,New Zealand,0.9,0.5,20.1,0.0,0.0,Tier 3 (Weak)
Ecuador,New Zealand,0.0063,2033.0,1710.0,323.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,New Zealand,1.0,0.5,20.1,0.0,0.0,Tier 3 (Weak)
Egypt,Germany,0.0063,1818.0,2032.0,-214.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,Germany,0.9,0.5,20.1,0.0,0.0,Tier 3 (Weak)
Uzbekistan,Austria,0.0063,1823.0,1929.0,-106.0,1,0,BWk,Dfb,Arid,Continental,1,Uzbekistan,Austria,0.4,0.2,28.5,0.2036,0.0065,Tier 3 (Weak)
Turkey,Austria,0.0063,1998.0,1929.0,69.0,1,0,Csa,Dfb,Temperate,Continental,1,Turkey,Austria,0.5,0.2,19.8,0.0,0.0,Tier 3 (Weak)
Spain,Germany,0.0063,2216.0,2032.0,184.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Germany,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Ecuador,France,0.0063,2033.0,2160.0,-127.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,France,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Spain,England,0.0063,2216.0,2083.0,133.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,England,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Australia,Switzerland,0.0062,1891.0,1990.0,-99.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Switzerland,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
Iraq,England,0.0061,1727.0,2083.0,-356.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,England,0.9,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Mexico,Germany,0.0061,1957.0,2032.0,-75.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Germany,0.9,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Spain,Czech Republic,0.0061,2216.0,1837.0,379.0,1,0,Csa,Dfb,Temperate,Continental,1,Spain,Czech Republic,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Cape Verde,Croatia,0.006,1660.0,1979.0,-319.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,Croatia,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Jordan,New Zealand,0.006,1766.0,1710.0,56.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,New Zealand,0.9,0.5,20.1,0.0,0.0,Tier 3 (Weak)
Colombia,Bosnia and Herzegovina,0.006,2083.0,1653.0,430.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Bosnia and Herzegovina,1.0,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Mexico,Norway,0.006,1957.0,1994.0,-37.0,1,0,BSh,Dfc,Arid,Continental,1,Mexico,Norway,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Portugal,Netherlands,0.006,2049.0,2006.0,43.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Netherlands,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Uruguay,South Korea,0.0059,1986.0,1895.0,91.0,1,0,Cfa,Dwa,Temperate,Continental,1,Uruguay,South Korea,0.5,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Panama,France,0.0059,1831.0,2160.0,-329.0,1,0,Am,Cfb,Tropical,Temperate,1,Panama,France,1.0,0.5,25.4,0.4536,0.0145,Tier 3 (Weak)
Paraguay,Germany,0.0059,1937.0,2032.0,-95.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Paraguay,Germany,0.5,0.5,23.0,0.0,0.0,Tier 3 (Weak)
Spain,Belgium,0.0059,2216.0,2002.0,214.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Belgium,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Uruguay,Croatia,0.0058,1986.0,1979.0,7.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,Croatia,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
United States,France,0.0058,1832.0,2160.0,-328.0,1,0,Cfa,Cfb,Temperate,Temperate,1,United States,France,0.5,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Egypt,Norway,0.0058,1818.0,1994.0,-176.0,1,0,BWh,Dfc,Arid,Continental,1,Egypt,Norway,0.9,0.2,20.1,0.0,0.0,Tier 3 (Weak)
United States,Germany,0.0058,1832.0,2032.0,-200.0,1,0,Cfa,Cfb,Temperate,Temperate,1,United States,Germany,0.5,0.5,23.0,0.0,0.0,Tier 3 (Weak)
Japan,Germany,0.0058,2008.0,2032.0,-24.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,Germany,0.5,0.5,23.0,0.0,0.0,Tier 3 (Weak)
Portugal,Germany,0.0058,2049.0,2032.0,17.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Germany,0.5,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Uruguay,England,0.0058,1986.0,2083.0,-97.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,England,0.5,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Brazil,Netherlands,0.0058,2081.0,2006.0,75.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Netherlands,1.0,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Argentina,Norway,0.0058,2190.0,1994.0,196.0,1,0,Cfa,Dfc,Temperate,Continental,1,Argentina,Norway,0.5,0.2,22.5,0.2411,0.0077,Tier 3 (Weak)
Ivory Coast,Scotland,0.0057,1836.0,1857.0,-21.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Scotland,1.0,0.5,28.3,0.5054,0.0162,Tier 3 (Weak)
United States,Switzerland,0.0057,1832.0,1990.0,-158.0,1,0,Cfa,Cfb,Temperate,Temperate,1,United States,Switzerland,0.5,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Algeria,New Zealand,0.0057,1885.0,1710.0,175.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,New Zealand,0.9,0.5,20.1,0.0,0.0,Tier 3 (Weak)
Australia,Germany,0.0057,1891.0,2032.0,-141.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Germany,0.9,0.5,23.0,0.3286,0.0105,Tier 3 (Weak)
United States,Switzerland,0.0057,1832.0,1990.0,-158.0,1,0,Cfa,Cfb,Temperate,Temperate,1,United States,Switzerland,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Spain,Czech Republic,0.0057,2216.0,1837.0,379.0,1,0,Csa,Dfb,Temperate,Continental,1,Spain,Czech Republic,0.5,0.2,19.8,0.0,0.0,Tier 3 (Weak)
Brazil,Belgium,0.0057,2081.0,2002.0,79.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Belgium,1.0,0.5,28.5,0.5089,0.0163,Tier 3 (Weak)
Ecuador,Germany,0.0056,2033.0,2032.0,1.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Germany,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Spain,Netherlands,0.0056,2216.0,2006.0,210.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Netherlands,0.5,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Turkey,Netherlands,0.0056,1998.0,2006.0,-8.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Netherlands,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Portugal,France,0.0056,2049.0,2160.0,-111.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,France,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Spain,Germany,0.0056,2216.0,2032.0,184.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Germany,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Japan,France,0.0056,2008.0,2160.0,-152.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,France,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Qatar,Scotland,0.0055,1552.0,1857.0,-305.0,1,0,BWh,Cfb,Arid,Temperate,1,Qatar,Scotland,0.9,0.5,28.3,0.4043,0.0129,Tier 3 (Weak)
Ecuador,Norway,0.0055,2033.0,1994.0,39.0,1,0,Af,Dfc,Tropical,Continental,1,Ecuador,Norway,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
Paraguay,France,0.0054,1937.0,2160.0,-223.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Paraguay,France,0.5,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Colombia,France,0.0054,2083.0,2160.0,-77.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,France,1.0,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Senegal,Sweden,0.0054,1933.0,1793.0,140.0,1,0,BSh,Dfc,Arid,Continental,1,Senegal,Sweden,0.9,0.2,22.5,0.5625,0.018,Tier 3 (Weak)
Senegal,Germany,0.0054,1933.0,2032.0,-99.0,1,0,BSh,Cfb,Arid,Temperate,1,Senegal,Germany,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Spain,France,0.0054,2216.0,2160.0,56.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,France,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Argentina,Netherlands,0.0054,2190.0,2006.0,184.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Netherlands,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Morocco,Norway,0.0053,1988.0,1994.0,-6.0,1,0,Csa,Dfc,Temperate,Continental,1,Morocco,Norway,0.5,0.2,23.0,0.2464,0.0079,Tier 3 (Weak)
Turkey,Germany,0.0053,1998.0,2032.0,-34.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Germany,0.5,0.5,23.0,0.0,0.0,Tier 3 (Weak)
Portugal,Netherlands,0.0053,2049.0,2006.0,43.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Netherlands,0.5,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Algeria,Switzerland,0.0053,1885.0,1990.0,-105.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,Switzerland,0.9,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Argentina,Belgium,0.0053,2190.0,2002.0,188.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Belgium,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Argentina,Scotland,0.0053,2190.0,1857.0,333.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Scotland,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Argentina,Germany,0.0053,2190.0,2032.0,158.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Germany,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Ecuador,Germany,0.0053,2033.0,2032.0,1.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Germany,1.0,0.5,22.5,0.4018,0.0129,Tier 3 (Weak)
Ecuador,Belgium,0.0052,2033.0,2002.0,31.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Belgium,1.0,0.5,23.0,0.4107,0.0131,Tier 3 (Weak)
South Africa,France,0.0052,1673.0,2160.0,-487.0,1,0,BSh,Cfb,Arid,Temperate,1,South Africa,France,0.9,0.5,23.0,0.3286,0.0105,Tier 3 (Weak)
Ivory Coast,Canada,0.0052,1836.0,1903.0,-67.0,1,0,Aw,Dfc,Tropical,Continental,1,Ivory Coast,Canada,1.0,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Iraq,Belgium,0.0052,1727.0,2002.0,-275.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,Belgium,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Argentina,Netherlands,0.0052,2190.0,2006.0,184.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Netherlands,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Paraguay,Switzerland,0.0051,1937.0,1990.0,-53.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Paraguay,Switzerland,0.5,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Iran,Germany,0.0051,1893.0,2032.0,-139.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Germany,0.9,0.5,23.0,0.3286,0.0105,Tier 3 (Weak)
Jordan,Switzerland,0.0051,1766.0,1990.0,-224.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Switzerland,0.9,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Egypt,Switzerland,0.0051,1818.0,1990.0,-172.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,Switzerland,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
Morocco,Belgium,0.0051,1988.0,2002.0,-14.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Belgium,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Argentina,Canada,0.005,2190.0,1903.0,287.0,1,0,Cfa,Dfc,Temperate,Continental,1,Argentina,Canada,0.5,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Paraguay,Norway,0.005,1937.0,1994.0,-57.0,1,0,Cfa,Dfc,Temperate,Continental,1,Paraguay,Norway,0.5,0.2,23.0,0.2464,0.0079,Tier 3 (Weak)
