Team_A,Team_B,Probability,Elo_A,Elo_B,Elo_Diff,Warm_A,Warm_B,Koppen_A,Koppen_B,Climate_Zone_A,Climate_Zone_B,Is_Climate_Clash,Warm_Team,Cool_Team,Climate_Score_A,Climate_Score_B,Venue_Temp_C,Climate_Diff_Score,p_adjustment,Climate_Flag_Tier
Egypt,Canada,0.02,1818.0,1903.0,-85.0,1,0,BWh,Dfc,Arid,Continental,1,Egypt,Canada,0.9,0.2,19.2,0.1512,0.0048,Tier 3 (Weak)
Egypt,Croatia,0.0028,1818.0,1979.0,-161.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,Croatia,0.9,0.5,19.7,0.1152,0.0037,Tier 3 (Weak)
Egypt,Czech Republic,0.01,1818.0,1837.0,-19.0,1,0,BWh,Dfb,Arid,Continental,1,Egypt,Czech Republic,0.9,0.2,20.1,0.0,0.0,Tier 3 (Weak)
Egypt,England,0.0039,1818.0,2083.0,-265.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,England,0.9,0.5,24.4,0.2543,0.0081,Tier 3 (Weak)
Egypt,France,0.039,1818.0,2160.0,-342.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,France,0.9,0.5,24.3,0.2805,0.009,Tier 2 (Moderate)
Egypt,Germany,0.0148,1818.0,2032.0,-214.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,Germany,0.9,0.5,23.8,0.2635,0.0084,Tier 3 (Weak)
Egypt,Netherlands,0.0038,1818.0,2006.0,-188.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,Netherlands,0.9,0.5,23.5,0.2018,0.0065,Tier 3 (Weak)
Egypt,Norway,0.0256,1818.0,1994.0,-176.0,1,0,BWh,Dfc,Arid,Continental,1,Egypt,Norway,0.9,0.2,23.9,0.4421,0.0141,Tier 3 (Weak)
Egypt,South Korea,0.0109,1818.0,1895.0,-77.0,1,0,BWh,Dwa,Arid,Continental,1,Egypt,South Korea,0.9,0.2,21.6,0.2875,0.0092,Tier 3 (Weak)
Egypt,Sweden,0.0014,1818.0,1793.0,25.0,1,0,BWh,Dfc,Arid,Continental,1,Egypt,Sweden,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Egypt,Switzerland,0.0375,1818.0,1990.0,-172.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,Switzerland,0.9,0.5,18.8,0.1152,0.0037,Tier 2 (Moderate)
Ghana,Austria,0.0038,1662.0,1929.0,-267.0,1,0,Aw,Dfb,Tropical,Continental,1,Ghana,Austria,1.0,0.2,26.9,0.77,0.0246,Tier 3 (Weak)
Ghana,Belgium,0.0012,1662.0,2002.0,-340.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ghana,Belgium,1.0,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Ghana,Canada,0.0013,1662.0,1903.0,-241.0,1,0,Aw,Dfc,Tropical,Continental,1,Ghana,Canada,1.0,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Ghana,Czech Republic,0.001,1662.0,1837.0,-175.0,1,0,Aw,Dfb,Tropical,Continental,1,Ghana,Czech Republic,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Ghana,France,0.0008,1662.0,2160.0,-498.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ghana,France,1.0,0.5,25.4,0.4536,0.0145,Tier 3 (Weak)
Ghana,Germany,0.0014,1662.0,2032.0,-370.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ghana,Germany,1.0,0.5,25.4,0.4536,0.0145,Tier 3 (Weak)
Ghana,Norway,0.0013,1662.0,1994.0,-332.0,1,0,Aw,Dfc,Tropical,Continental,1,Ghana,Norway,1.0,0.2,25.4,0.7257,0.0232,Tier 3 (Weak)
Ghana,South Korea,0.0009,1662.0,1895.0,-233.0,1,0,Aw,Dwa,Tropical,Continental,1,Ghana,South Korea,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Ghana,Switzerland,0.0029,1662.0,1990.0,-328.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ghana,Switzerland,1.0,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Haiti,Bosnia and Herzegovina,0.0015,1661.0,1653.0,8.0,1,0,Aw,Cfb,Tropical,Temperate,1,Haiti,Bosnia and Herzegovina,1.0,0.5,28.3,0.5054,0.0162,Tier 3 (Weak)
Haiti,Canada,0.0072,1661.0,1903.0,-242.0,1,0,Aw,Dfc,Tropical,Continental,1,Haiti,Canada,1.0,0.2,28.3,0.8086,0.0259,Tier 3 (Weak)
Haiti,Croatia,0.0015,1661.0,1979.0,-318.0,1,0,Aw,Cfb,Tropical,Temperate,1,Haiti,Croatia,1.0,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Haiti,Czech Republic,0.0135,1661.0,1837.0,-176.0,1,0,Aw,Dfb,Tropical,Continental,1,Haiti,Czech Republic,1.0,0.2,23.0,0.4043,0.0129,Tier 3 (Weak)
Haiti,England,0.0051,1661.0,2083.0,-422.0,1,0,Aw,Cfb,Tropical,Temperate,1,Haiti,England,1.0,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Haiti,France,0.0284,1661.0,2160.0,-499.0,1,0,Aw,Cfb,Tropical,Temperate,1,Haiti,France,1.0,0.5,24.5,0.3643,0.0117,Tier 3 (Weak)
Haiti,Germany,0.0159,1661.0,2032.0,-371.0,1,0,Aw,Cfb,Tropical,Temperate,1,Haiti,Germany,1.0,0.5,23.5,0.3295,0.0105,Tier 3 (Weak)
Haiti,Netherlands,0.0553,1661.0,2006.0,-345.0,1,0,Aw,Cfb,Tropical,Temperate,1,Haiti,Netherlands,1.0,0.5,23.1,0.1714,0.0055,Tier 2 (Moderate)
Haiti,Norway,0.0137,1661.0,1994.0,-333.0,1,0,Aw,Dfc,Tropical,Continental,1,Haiti,Norway,1.0,0.2,23.6,0.5286,0.0169,Tier 3 (Weak)
Haiti,Scotland,0.0005,1661.0,1857.0,-196.0,1,0,Aw,Cfb,Tropical,Temperate,1,Haiti,Scotland,1.0,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Haiti,South Korea,0.0114,1661.0,1895.0,-234.0,1,0,Aw,Dwa,Tropical,Continental,1,Haiti,South Korea,1.0,0.2,23.0,0.4043,0.0129,Tier 3 (Weak)
Haiti,Sweden,0.0103,1661.0,1793.0,-132.0,1,0,Aw,Dfc,Tropical,Continental,1,Haiti,Sweden,1.0,0.2,24.6,0.4114,0.0132,Tier 3 (Weak)
Haiti,Switzerland,0.0044,1661.0,1990.0,-329.0,1,0,Aw,Cfb,Tropical,Temperate,1,Haiti,Switzerland,1.0,0.5,28.3,0.5054,0.0162,Tier 3 (Weak)
Iran,Austria,0.0183,1893.0,1929.0,-36.0,1,0,BWh,Dfb,Arid,Continental,1,Iran,Austria,0.9,0.2,21.3,0.248,0.0079,Tier 3 (Weak)
Iran,Belgium,0.0029,1893.0,2002.0,-109.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Belgium,0.9,0.5,24.9,0.3557,0.0114,Tier 3 (Weak)
Iran,Bosnia and Herzegovina,0.0042,1893.0,1653.0,240.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Bosnia and Herzegovina,0.9,0.5,16.1,0.0,0.0,Tier 3 (Weak)
Iran,Canada,0.0252,1893.0,1903.0,-10.0,1,0,BWh,Dfc,Arid,Continental,1,Iran,Canada,0.9,0.2,22.3,0.3704,0.0119,Tier 3 (Weak)
Iran,Croatia,0.0046,1893.0,1979.0,-86.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Croatia,0.9,0.5,21.1,0.1772,0.0057,Tier 3 (Weak)
Iran,Czech Republic,0.0149,1893.0,1837.0,56.0,1,0,BWh,Dfb,Arid,Continental,1,Iran,Czech Republic,0.9,0.2,21.1,0.1917,0.0061,Tier 3 (Weak)
Iran,England,0.0081,1893.0,2083.0,-190.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,England,0.9,0.5,22.2,0.2169,0.0069,Tier 3 (Weak)
Iran,France,0.0489,1893.0,2160.0,-267.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,France,0.9,0.5,24.3,0.2805,0.009,Tier 2 (Moderate)
Iran,Germany,0.0212,1893.0,2032.0,-139.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Germany,0.9,0.5,23.6,0.2707,0.0087,Tier 3 (Weak)
Iran,Netherlands,0.0077,1893.0,2006.0,-113.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Netherlands,0.9,0.5,23.7,0.2624,0.0084,Tier 3 (Weak)
Iran,New Zealand,0.0006,1893.0,1710.0,183.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,New Zealand,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
Iran,Norway,0.0315,1893.0,1994.0,-101.0,1,0,BWh,Dfc,Arid,Continental,1,Iran,Norway,0.9,0.2,24.5,0.4807,0.0154,Tier 2 (Moderate)
Iran,Scotland,0.001,1893.0,1857.0,36.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Scotland,0.9,0.5,24.4,0.2036,0.0065,Tier 3 (Weak)
Iran,South Korea,0.0148,1893.0,1895.0,-2.0,1,0,BWh,Dwa,Arid,Continental,1,Iran,South Korea,0.9,0.2,21.1,0.1917,0.0061,Tier 3 (Weak)
Iran,Sweden,0.0022,1893.0,1793.0,100.0,1,0,BWh,Dfc,Arid,Continental,1,Iran,Sweden,0.9,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Iran,Switzerland,0.0468,1893.0,1990.0,-97.0,1,0,BWh,Cfb,Arid,Temperate,1,Iran,Switzerland,0.9,0.5,22.2,0.1921,0.0061,Tier 2 (Moderate)
Iraq,Belgium,0.0294,1727.0,2002.0,-275.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,Belgium,0.9,0.5,22.5,0.1882,0.006,Tier 3 (Weak)
Iraq,Bosnia and Herzegovina,0.0017,1727.0,1653.0,74.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,Bosnia and Herzegovina,0.9,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Iraq,Canada,0.0127,1727.0,1903.0,-176.0,1,0,BWh,Dfc,Arid,Continental,1,Iraq,Canada,0.9,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Iraq,Croatia,0.0108,1727.0,1979.0,-252.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,Croatia,0.9,0.5,22.7,0.1907,0.0061,Tier 3 (Weak)
Iraq,Czech Republic,0.0112,1727.0,1837.0,-110.0,1,0,BWh,Dfb,Arid,Continental,1,Iraq,Czech Republic,0.9,0.2,20.1,0.175,0.0056,Tier 3 (Weak)
Iraq,England,0.0361,1727.0,2083.0,-356.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,England,0.9,0.5,23.2,0.2252,0.0072,Tier 2 (Moderate)
Iraq,France,0.0033,1727.0,2160.0,-433.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,France,0.9,0.5,28.2,0.4024,0.0129,Tier 3 (Weak)
Iraq,Germany,0.0437,1727.0,2032.0,-305.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,Germany,0.9,0.5,24.5,0.35,0.0112,Tier 2 (Moderate)
Iraq,Netherlands,0.0054,1727.0,2006.0,-279.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,Netherlands,0.9,0.5,26.3,0.3762,0.012,Tier 3 (Weak)
Iraq,New Zealand,0.0062,1727.0,1710.0,17.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,New Zealand,0.9,0.5,21.9,0.1357,0.0043,Tier 3 (Weak)
Iraq,Norway,0.0018,1727.0,1994.0,-267.0,1,0,BWh,Dfc,Arid,Continental,1,Iraq,Norway,0.9,0.2,28.0,0.7,0.0224,Tier 3 (Weak)
Iraq,Scotland,0.0048,1727.0,1857.0,-130.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,Scotland,0.9,0.5,22.9,0.2428,0.0078,Tier 3 (Weak)
Iraq,South Korea,0.009,1727.0,1895.0,-168.0,1,0,BWh,Dwa,Arid,Continental,1,Iraq,South Korea,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Iraq,Sweden,0.0022,1727.0,1793.0,-66.0,1,0,BWh,Dfc,Arid,Continental,1,Iraq,Sweden,0.9,0.2,25.5,0.6375,0.0204,Tier 3 (Weak)
Iraq,Switzerland,0.0264,1727.0,1990.0,-263.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,Switzerland,0.9,0.5,18.6,0.121,0.0039,Tier 3 (Weak)
Ivory Coast,Austria,0.0022,1836.0,1929.0,-93.0,1,0,Aw,Dfb,Tropical,Continental,1,Ivory Coast,Austria,1.0,0.2,18.7,0.0,0.0,Tier 3 (Weak)
Ivory Coast,Belgium,0.0791,1836.0,2002.0,-166.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Belgium,1.0,0.5,22.7,0.3008,0.0096,Tier 1 (Strong)
Ivory Coast,Bosnia and Herzegovina,0.0086,1836.0,1653.0,183.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Bosnia and Herzegovina,1.0,0.5,19.6,0.1685,0.0054,Tier 3 (Weak)
Ivory Coast,Canada,0.0427,1836.0,1903.0,-67.0,1,0,Aw,Dfc,Tropical,Continental,1,Ivory Coast,Canada,1.0,0.2,21.4,0.3335,0.0107,Tier 2 (Moderate)
Ivory Coast,Croatia,0.0285,1836.0,1979.0,-143.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Croatia,1.0,0.5,22.3,0.2423,0.0078,Tier 3 (Weak)
Ivory Coast,Czech Republic,0.0389,1836.0,1837.0,-1.0,1,0,Aw,Dfb,Tropical,Continental,1,Ivory Coast,Czech Republic,1.0,0.2,22.4,0.3441,0.011,Tier 2 (Moderate)
Ivory Coast,England,0.0996,1836.0,2083.0,-247.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,England,1.0,0.5,22.7,0.2886,0.0092,Tier 1 (Strong)
Ivory Coast,France,0.0951,1836.0,2160.0,-324.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,France,1.0,0.5,25.4,0.4538,0.0145,Tier 1 (Strong)
Ivory Coast,Germany,0.0118,1836.0,2032.0,-196.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Germany,1.0,0.5,26.5,0.4729,0.0151,Tier 3 (Weak)
Ivory Coast,Netherlands,0.024,1836.0,2006.0,-170.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Netherlands,1.0,0.5,22.8,0.2935,0.0094,Tier 3 (Weak)
Ivory Coast,New Zealand,0.0159,1836.0,1710.0,126.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,New Zealand,1.0,0.5,21.1,0.2107,0.0067,Tier 3 (Weak)
Ivory Coast,Norway,0.0961,1836.0,1994.0,-158.0,1,0,Aw,Dfc,Tropical,Continental,1,Ivory Coast,Norway,1.0,0.2,25.9,0.74,0.0237,Tier 1 (Strong)
Ivory Coast,Scotland,0.0177,1836.0,1857.0,-21.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Scotland,1.0,0.5,24.0,0.3311,0.0106,Tier 3 (Weak)
Ivory Coast,South Korea,0.0331,1836.0,1895.0,-59.0,1,0,Aw,Dwa,Tropical,Continental,1,Ivory Coast,South Korea,1.0,0.2,22.4,0.3441,0.011,Tier 2 (Moderate)
Ivory Coast,Sweden,0.0103,1836.0,1793.0,43.0,1,0,Aw,Dfc,Tropical,Continental,1,Ivory Coast,Sweden,1.0,0.2,23.8,0.5817,0.0186,Tier 3 (Weak)
Ivory Coast,Switzerland,0.0759,1836.0,1990.0,-154.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Switzerland,1.0,0.5,21.4,0.2084,0.0067,Tier 1 (Strong)
Japan,Austria,0.0074,2008.0,1929.0,79.0,1,0,Cfa,Dfb,Temperate,Continental,1,Japan,Austria,0.5,0.2,23.5,0.1682,0.0054,Tier 3 (Weak)
Japan,Belgium,0.0231,2008.0,2002.0,6.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Japan,Belgium,0.5,0.5,23.7,0.0,0.0,None
Japan,Bosnia and Herzegovina,0.012,2008.0,1653.0,355.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Japan,Bosnia and Herzegovina,0.5,0.5,21.3,0.0,0.0,None
Japan,Canada,0.0616,2008.0,1903.0,105.0,1,0,Cfa,Dfc,Temperate,Continental,1,Japan,Canada,0.5,0.2,24.0,0.2031,0.0065,Tier 2 (Moderate)
Japan,Croatia,0.0151,2008.0,1979.0,29.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Japan,Croatia,0.5,0.5,23.1,0.0,0.0,None
Japan,Czech Republic,0.0454,2008.0,1837.0,171.0,1,0,Cfa,Dfb,Temperate,Continental,1,Japan,Czech Republic,0.5,0.2,23.2,0.1505,0.0048,Tier 2 (Moderate)
Japan,England,0.046,2008.0,2083.0,-75.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Japan,England,0.5,0.5,23.1,0.0,0.0,None
Japan,France,0.1222,2008.0,2160.0,-152.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Japan,France,0.5,0.5,25.2,0.0,0.0,None
Japan,Germany,0.0842,2008.0,2032.0,-24.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Japan,Germany,0.5,0.5,23.7,0.0,0.0,None
Japan,Netherlands,0.0175,2008.0,2006.0,2.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Japan,Netherlands,0.5,0.5,25.4,0.0,0.0,None
Japan,New Zealand,0.0016,2008.0,1710.0,298.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Japan,New Zealand,0.5,0.5,17.1,0.0,0.0,None
Japan,Norway,0.073,2008.0,1994.0,14.0,1,0,Cfa,Dfc,Temperate,Continental,1,Japan,Norway,0.5,0.2,23.8,0.201,0.0064,Tier 1 (Strong)
Japan,Scotland,0.1618,2008.0,1857.0,151.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Japan,Scotland,0.5,0.5,25.1,0.0,0.0,None
Japan,South Korea,0.0441,2008.0,1895.0,113.0,1,0,Cfa,Dwa,Temperate,Continental,1,Japan,South Korea,0.5,0.2,23.9,0.1819,0.0058,Tier 2 (Moderate)
Japan,Sweden,0.0031,2008.0,1793.0,215.0,1,0,Cfa,Dfc,Temperate,Continental,1,Japan,Sweden,0.5,0.2,25.4,0.2,0.0064,Tier 3 (Weak)
Japan,Switzerland,0.0689,2008.0,1990.0,18.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Japan,Switzerland,0.5,0.5,24.0,0.0,0.0,None
Jordan,Austria,0.0026,1766.0,1929.0,-163.0,1,0,BWh,Dfb,Arid,Continental,1,Jordan,Austria,0.9,0.2,22.0,0.3025,0.0097,Tier 3 (Weak)
Jordan,Belgium,0.0433,1766.0,2002.0,-236.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Belgium,0.9,0.5,21.3,0.1417,0.0045,Tier 2 (Moderate)
Jordan,Bosnia and Herzegovina,0.0022,1766.0,1653.0,113.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Bosnia and Herzegovina,0.9,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Jordan,Canada,0.0164,1766.0,1903.0,-137.0,1,0,BWh,Dfc,Arid,Continental,1,Jordan,Canada,0.9,0.2,18.2,0.2017,0.0065,Tier 3 (Weak)
Jordan,Croatia,0.0195,1766.0,1979.0,-213.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Croatia,0.9,0.5,24.6,0.2567,0.0082,Tier 3 (Weak)
Jordan,Czech Republic,0.0019,1766.0,1837.0,-71.0,1,0,BWh,Dfb,Arid,Continental,1,Jordan,Czech Republic,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Jordan,England,0.0432,1766.0,2083.0,-317.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,England,0.9,0.5,25.4,0.3066,0.0098,Tier 2 (Moderate)
Jordan,France,0.0054,1766.0,2160.0,-394.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,France,0.9,0.5,25.4,0.3152,0.0101,Tier 3 (Weak)
Jordan,Germany,0.0033,1766.0,2032.0,-266.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Germany,0.9,0.5,25.9,0.314,0.01,Tier 3 (Weak)
Jordan,Netherlands,0.002,1766.0,2006.0,-240.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Netherlands,0.9,0.5,24.7,0.269,0.0086,Tier 3 (Weak)
Jordan,New Zealand,0.0096,1766.0,1710.0,56.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,New Zealand,0.9,0.5,20.9,0.121,0.0039,Tier 3 (Weak)
Jordan,Norway,0.0023,1766.0,1994.0,-228.0,1,0,BWh,Dfc,Arid,Continental,1,Jordan,Norway,0.9,0.2,26.1,0.5281,0.0169,Tier 3 (Weak)
Jordan,Scotland,0.0008,1766.0,1857.0,-91.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Scotland,0.9,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Jordan,South Korea,0.0021,1766.0,1895.0,-129.0,1,0,BWh,Dwa,Arid,Continental,1,Jordan,South Korea,0.9,0.2,17.4,0.0,0.0,Tier 3 (Weak)
Jordan,Sweden,0.0007,1766.0,1793.0,-27.0,1,0,BWh,Dfc,Arid,Continental,1,Jordan,Sweden,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Jordan,Switzerland,0.0349,1766.0,1990.0,-224.0,1,0,BWh,Cfb,Arid,Temperate,1,Jordan,Switzerland,0.9,0.5,20.8,0.1882,0.006,Tier 2 (Moderate)
Mexico,Austria,0.0109,1957.0,1929.0,28.0,1,0,BSh,Dfb,Arid,Continental,1,Mexico,Austria,0.9,0.2,22.7,0.3412,0.0109,Tier 3 (Weak)
Mexico,Belgium,0.0418,1957.0,2002.0,-45.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Belgium,0.9,0.5,24.0,0.26,0.0083,Tier 2 (Moderate)
Mexico,Bosnia and Herzegovina,0.0416,1957.0,1653.0,304.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Bosnia and Herzegovina,0.9,0.5,18.5,0.0,0.0,Tier 3 (Weak)
Mexico,Canada,0.1306,1957.0,1903.0,54.0,1,0,BSh,Dfc,Arid,Continental,1,Mexico,Canada,0.9,0.2,23.1,0.3729,0.0119,Tier 1 (Strong)
Mexico,Croatia,0.031,1957.0,1979.0,-22.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Croatia,0.9,0.5,23.3,0.2257,0.0072,Tier 2 (Moderate)
Mexico,Czech Republic,0.0028,1957.0,1837.0,120.0,1,0,BSh,Dfb,Arid,Continental,1,Mexico,Czech Republic,0.9,0.2,24.1,0.35,0.0112,Tier 3 (Weak)
Mexico,England,0.1191,1957.0,2083.0,-126.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,England,0.9,0.5,23.3,0.2257,0.0072,Tier 1 (Strong)
Mexico,France,0.0744,1957.0,2160.0,-203.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,France,0.9,0.5,23.2,0.2321,0.0074,Tier 1 (Strong)
Mexico,Germany,0.0818,1957.0,2032.0,-75.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Germany,0.9,0.5,23.3,0.2296,0.0073,Tier 1 (Strong)
Mexico,Netherlands,0.0813,1957.0,2006.0,-49.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Netherlands,0.9,0.5,23.8,0.2416,0.0077,Tier 1 (Strong)
Mexico,New Zealand,0.0081,1957.0,1710.0,247.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,New Zealand,0.9,0.5,22.8,0.2305,0.0074,Tier 3 (Weak)
Mexico,Norway,0.058,1957.0,1994.0,-37.0,1,0,BSh,Dfc,Arid,Continental,1,Mexico,Norway,0.9,0.2,23.4,0.4317,0.0138,Tier 2 (Moderate)
Mexico,Scotland,0.0626,1957.0,1857.0,100.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Scotland,0.9,0.5,24.4,0.2409,0.0077,Tier 2 (Moderate)
Mexico,South Korea,0.0036,1957.0,1895.0,62.0,1,0,BSh,Dwa,Arid,Continental,1,Mexico,South Korea,0.9,0.2,23.6,0.4208,0.0135,Tier 3 (Weak)
Mexico,Sweden,0.037,1957.0,1793.0,164.0,1,0,BSh,Dfc,Arid,Continental,1,Mexico,Sweden,0.9,0.2,22.3,0.2815,0.009,Tier 2 (Moderate)
Mexico,Switzerland,0.0816,1957.0,1990.0,-33.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Switzerland,0.9,0.5,22.2,0.1807,0.0058,Tier 2 (Moderate)
Morocco,Austria,0.0053,1988.0,1929.0,59.0,1,0,Csa,Dfb,Temperate,Continental,1,Morocco,Austria,0.5,0.2,25.5,0.2355,0.0075,Tier 3 (Weak)
Morocco,Belgium,0.0088,1988.0,2002.0,-14.0,1,1,Csa,Cfb,Temperate,Temperate,0,Morocco,Belgium,0.5,0.5,24.9,0.0,0.0,None
Morocco,Bosnia and Herzegovina,0.0101,1988.0,1653.0,335.0,1,1,Csa,Cfb,Temperate,Temperate,0,Morocco,Bosnia and Herzegovina,0.5,0.5,24.3,0.0,0.0,None
Morocco,Canada,0.0454,1988.0,1903.0,85.0,1,0,Csa,Dfc,Temperate,Continental,1,Morocco,Canada,0.5,0.2,24.9,0.2233,0.0071,Tier 2 (Moderate)
Morocco,Croatia,0.0103,1988.0,1979.0,9.0,1,1,Csa,Cfb,Temperate,Temperate,0,Morocco,Croatia,0.5,0.5,24.9,0.0,0.0,None
Morocco,Czech Republic,0.0492,1988.0,1837.0,151.0,1,0,Csa,Dfb,Temperate,Continental,1,Morocco,Czech Republic,0.5,0.2,24.2,0.1916,0.0061,Tier 2 (Moderate)
Morocco,England,0.0378,1988.0,2083.0,-95.0,1,1,Csa,Cfb,Temperate,Temperate,0,Morocco,England,0.5,0.5,24.9,0.0,0.0,None
Morocco,France,0.1206,1988.0,2160.0,-172.0,1,1,Csa,Cfb,Temperate,Temperate,0,Morocco,France,0.5,0.5,24.3,0.0,0.0,None
Morocco,Germany,0.075,1988.0,2032.0,-44.0,1,1,Csa,Cfb,Temperate,Temperate,0,Morocco,Germany,0.5,0.5,24.3,0.0,0.0,None
Morocco,Netherlands,0.2242,1988.0,2006.0,-18.0,1,1,Csa,Cfb,Temperate,Temperate,0,Morocco,Netherlands,0.5,0.5,24.7,0.0,0.0,None
Morocco,New Zealand,0.0005,1988.0,1710.0,278.0,1,1,Csa,Cfb,Temperate,Temperate,0,Morocco,New Zealand,0.5,0.5,20.3,0.0,0.0,None
Morocco,Norway,0.0651,1988.0,1994.0,-6.0,1,0,Csa,Dfc,Temperate,Continental,1,Morocco,Norway,0.5,0.2,24.3,0.2155,0.0069,Tier 2 (Moderate)
Morocco,Scotland,0.0099,1988.0,1857.0,131.0,1,1,Csa,Cfb,Temperate,Temperate,0,Morocco,Scotland,0.5,0.5,24.7,0.0,0.0,None
Morocco,South Korea,0.0485,1988.0,1895.0,93.0,1,0,Csa,Dwa,Temperate,Continental,1,Morocco,South Korea,0.5,0.2,24.2,0.1916,0.0061,Tier 2 (Moderate)
Morocco,Sweden,0.053,1988.0,1793.0,195.0,1,0,Csa,Dfc,Temperate,Continental,1,Morocco,Sweden,0.5,0.2,24.4,0.1522,0.0049,Tier 2 (Moderate)
